sex;age;race;marital-status;education;native-country;workclass;occupation;salary-class
Male;63;White;Married-civ-spouse;Higher education;North America;Non-Government;Nontechnical;<=50K
*;52;*;*;*;*;*;*;*
Male;80;White;Married-civ-spouse;Higher education;North America;Non-Government;Technical;<=50K
Male;68;White;Married-civ-spouse;Higher education;North America;Non-Government;Technical;<=50K
Male;53;White;Married-civ-spouse;Higher education;North America;Non-Government;Technical;>50K
Male;53;White;Married-civ-spouse;Higher education;North America;Non-Government;Technical;<=50K
Male;53;White;Married-civ-spouse;Higher education;North America;Non-Government;Technical;>50K
Male;67;White;Married-civ-spouse;Secondary education;North America;Non-Government;Other;<=50K
*;54;*;*;*;*;*;*;*
*;52;*;*;*;*;*;*;*
Female;71;White;Widowed;Higher education;North America;Government;Technical;<=50K
Male;54;White;Married-civ-spouse;Higher education;North America;Government;Technical;>50K
*;55;*;*;*;*;*;*;*
*;57;*;*;*;*;*;*;*
Male;56;Black;Married-civ-spouse;Higher education;North America;Government;Technical;>50K
Female;58;Black;Divorced;Secondary education;North America;Non-Government;Other;<=50K
Male;56;White;Married-civ-spouse;Higher education;North America;Non-Government;Nontechnical;>50K
Male;52;White;Married-civ-spouse;Secondary education;North America;Non-Government;Technical;<=50K
Female;55;White;Married-civ-spouse;Higher education;North America;Non-Government;Technical;<=50K
Male;52;White;Married-civ-spouse;Higher education;North America;Non-Government;Technical;>50K
*;51;*;*;*;*;*;*;*
Male;54;White;Divorced;Higher education;North America;Non-Government;Technical;>50K
Female;69;Black;Separated;Secondary education;North America;Non-Government;Other;<=50K
Female;51;White;Divorced;Higher education;North America;Government;Other;<=50K
*;51;*;*;*;*;*;*;*
Male;61;White;Married-civ-spouse;Secondary education;North America;Non-Government;Nontechnical;<=50K
Male;62;White;Divorced;Higher education;North America;Government;Technical;>50K
*;63;*;*;*;*;*;*;*
*;60;*;*;*;*;*;*;*
Male;53;White;Divorced;Secondary education;North America;Non-Government;Technical;>50K
Female;55;White;Widowed;Secondary education;North America;Non-Government;Other;<=50K
Female;51;White;Married-civ-spouse;Secondary education;North America;Non-Government;Other;<=50K
Male;69;White;Married-civ-spouse;Secondary education;North America;Non-Government;Other;>50K
Male;74;White;Married-civ-spouse;Higher education;North America;Non-Government;Nontechnical;>50K
Male;58;White;Married-civ-spouse;Higher education;North America;Non-Government;Nontechnical;>50K
Male;54;White;Married-civ-spouse;Higher education;North America;Non-Government;Nontechnical;>50K
Female;52;White;Divorced;Secondary education;North America;Non-Government;Nontechnical;<=50K
Male;52;White;Married-civ-spouse;Secondary education;North America;Non-Government;Technical;>50K
Female;72;White;Widowed;Secondary education;North America;Non-Government;Other;<=50K
Female;73;White;Never-married;Secondary education;North America;Non-Government;Other;<=50K
Male;85;White;Widowed;Secondary education;North America;Non-Government;Nontechnical;<=50K
*;53;*;*;*;*;*;*;*
Male;67;White;Married-civ-spouse;Secondary education;North America;Non-Government;Other;<=50K
Male;59;White;Married-civ-spouse;Higher education;North America;Government;Nontechnical;<=50K
Female;59;White;Divorced;Secondary education;North America;Non-Government;Other;<=50K
Male;60;White;Divorced;Secondary education;North America;Non-Government;Technical;<=50K
Female;58;White;Divorced;Secondary education;North America;Non-Government;Other;<=50K
Male;61;White;Married-civ-spouse;Higher education;North America;Non-Government;Nontechnical;<=50K
Male;59;White;Married-civ-spouse;Higher education;North America;Government;Nontechnical;>50K
Male;68;White;Married-civ-spouse;Secondary education;North America;Non-Government;Nontechnical;<=50K
*;54;*;*;*;*;*;*;*
Male;61;White;Married-civ-spouse;Higher education;North America;Non-Government;Nontechnical;>50K
Male;64;White;Married-civ-spouse;Higher education;North America;Non-Government;Nontechnical;>50K
Female;51;White;Divorced;Secondary education;North America;Non-Government;Other;<=50K
Female;59;Black;Separated;Secondary education;North America;Government;Other;<=50K
Male;52;White;Married-civ-spouse;Higher education;North America;Non-Government;Technical;>50K
Male;53;White;Married-civ-spouse;Secondary education;North America;Non-Government;Other;<=50K
Female;54;White;Married-civ-spouse;Higher education;North America;Non-Government;Technical;<=50K
Male;52;White;Married-civ-spouse;Higher education;North America;Non-Government;Technical;>50K
Male;58;White;Married-civ-spouse;Higher education;North America;Government;Nontechnical;>50K
Male;57;White;Married-civ-spouse;Higher education;North America;Non-Government;Technical;<=50K
Male;51;White;Married-civ-spouse;Higher education;North America;Non-Government;Technical;>50K
Male;56;White;Married-civ-spouse;Secondary education;North America;Non-Government;Technical;<=50K
Female;57;White;Divorced;Secondary education;North America;Non-Government;Technical;>50K
Male;58;White;Married-civ-spouse;Higher education;North America;Non-Government;Nontechnical;>50K
Female;77;White;Widowed;Secondary education;North America;Non-Government;Other;<=50K
Male;60;White;Married-civ-spouse;Higher education;North America;Non-Government;Other;<=50K
Male;61;White;Married-civ-spouse;Higher education;North America;Government;Nontechnical;>50K
Male;53;White;Married-civ-spouse;Higher education;North America;Government;Other;<=50K
Female;55;White;Divorced;Secondary education;North America;Non-Government;Other;<=50K
Male;58;White;Married-civ-spouse;Secondary education;North America;Government;Nontechnical;<=50K
Male;51;White;Married-civ-spouse;Secondary education;North America;Non-Government;Other;<=50K
*;60;*;*;*;*;*;*;*
Male;66;White;Married-civ-spouse;Secondary education;North America;Non-Government;Nontechnical;>50K
Male;62;White;Married-civ-spouse;Secondary education;North America;Government;Other;<=50K
Female;63;White;Divorced;Secondary education;North America;Government;Other;<=50K
Male;69;White;Married-civ-spouse;Secondary education;North America;Non-Government;Other;<=50K
Male;54;Black;Married-civ-spouse;Secondary education;North America;Non-Government;Other;<=50K
Male;60;White;Married-civ-spouse;Secondary education;North America;Non-Government;Other;<=50K
Female;51;Black;Never-married;Secondary education;North America;Non-Government;Other;<=50K
Female;56;White;Married-civ-spouse;Higher education;North America;Non-Government;Nontechnical;<=50K
Female;52;White;Married-civ-spouse;Higher education;North America;Non-Government;Other;>50K
*;51;*;*;*;*;*;*;*
Male;75;White;Widowed;Higher education;North America;Non-Government;Nontechnical;>50K
Male;52;White;Married-civ-spouse;Higher education;North America;Non-Government;Technical;<=50K
Male;54;White;Married-civ-spouse;Primary education;North America;Non-Government;Other;<=50K
Male;60;White;Married-civ-spouse;Higher education;North America;Non-Government;Nontechnical;<=50K
Female;57;White;Divorced;Higher education;North America;Government;Technical;<=50K
Male;59;White;Married-civ-spouse;Higher education;North America;Non-Government;Nontechnical;>50K
Female;57;White;Divorced;Secondary education;North America;Non-Government;Other;<=50K
Male;57;Asian-Pac-Islander;Married-civ-spouse;Higher education;Asia;Non-Government;Technical;>50K
Male;60;White;Married-civ-spouse;Secondary education;North America;Government;Technical;>50K
Male;56;White;Married-civ-spouse;Higher education;North America;Non-Government;Nontechnical;<=50K
Male;60;White;Married-civ-spouse;Higher education;North America;Non-Government;Nontechnical;>50K
Female;51;White;Divorced;Secondary education;North America;Non-Government;Other;<=50K
Male;56;White;Never-married;Higher education;North America;Non-Government;Nontechnical;>50K
*;56;*;*;*;*;*;*;*
Male;58;White;Married-civ-spouse;Secondary education;North America;Government;Other;<=50K
Female;54;White;Married-civ-spouse;Secondary education;North America;Non-Government;Other;<=50K
Male;73;White;Married-civ-spouse;Primary education;North America;Government;Other;<=50K
*;56;*;*;*;*;*;*;*
Female;67;White;Divorced;Secondary education;North America;Non-Government;Nontechnical;<=50K
Male;63;White;Married-civ-spouse;Higher education;North America;Non-Government;Technical;<=50K
Female;60;White;Widowed;Secondary education;North America;Non-Government;Other;<=50K
Male;58;White;Married-civ-spouse;Secondary education;North America;Non-Government;Other;>50K
Male;56;White;Married-civ-spouse;Higher education;North America;Government;Technical;>50K
Male;66;White;Married-civ-spouse;Secondary education;North America;Government;Nontechnical;>50K
*;55;*;*;*;*;*;*;*
Male;76;White;Married-civ-spouse;Secondary education;North America;Non-Government;Other;<=50K
Female;54;White;Divorced;Higher education;North America;Non-Government;Technical;<=50K
Female;59;White;Divorced;Secondary education;North America;Non-Government;Technical;<=50K
*;75;*;*;*;*;*;*;*
Male;61;White;Widowed;Secondary education;North America;Non-Government;Other;<=50K
Male;68;White;Married-civ-spouse;Secondary education;North America;Non-Government;Other;<=50K
*;57;*;*;*;*;*;*;*
Male;58;Black;Married-civ-spouse;Secondary education;North America;Non-Government;Technical;<=50K
Female;54;White;Never-married;Higher education;North America;Government;Nontechnical;>50K
Male;70;White;Married-civ-spouse;Higher education;North America;Non-Government;Technical;>50K
Male;59;White;Married-civ-spouse;Higher education;North America;Non-Government;Technical;>50K
Male;57;White;Married-civ-spouse;Secondary education;North America;Non-Government;Technical;<=50K
Male;79;White;Married-spouse-absent;Secondary education;North America;Non-Government;Technical;<=50K
Male;56;White;Married-civ-spouse;Higher education;North America;Non-Government;Nontechnical;<=50K
*;61;*;*;*;*;*;*;*
Male;59;White;Married-civ-spouse;Secondary education;North America;Non-Government;Nontechnical;<=50K
*;53;*;*;*;*;*;*;*
Male;56;White;Married-civ-spouse;Secondary education;North America;Non-Government;Technical;<=50K
Male;63;White;Married-civ-spouse;Higher education;North America;Non-Government;Technical;<=50K
Male;58;White;Married-civ-spouse;Higher education;North America;Non-Government;Technical;>50K
Male;51;White;Married-civ-spouse;Higher education;North America;Non-Government;Nontechnical;>50K
Female;68;White;Widowed;Higher education;North America;Non-Government;Nontechnical;<=50K
Male;60;White;Married-civ-spouse;Secondary education;North America;Non-Government;Technical;<=50K
Male;54;White;Married-civ-spouse;Higher education;North America;Non-Government;Other;>50K
Male;70;Black;Married-civ-spouse;Higher education;North America;Non-Government;Nontechnical;<=50K
Male;54;White;Married-civ-spouse;Secondary education;North America;Non-Government;Other;>50K
Male;57;White;Married-civ-spouse;Secondary education;North America;Non-Government;Other;>50K
Male;60;White;Married-civ-spouse;Secondary education;North America;Non-Government;Technical;<=50K
Male;63;White;Divorced;Higher education;North America;Non-Government;Technical;<=50K
Female;51;White;Divorced;Secondary education;North America;Non-Government;Technical;<=50K
Male;54;White;Married-civ-spouse;Secondary education;North America;Non-Government;Technical;>50K
Male;63;White;Married-civ-spouse;Secondary education;North America;Non-Government;Other;<=50K
Female;55;White;Never-married;Secondary education;North America;Non-Government;Other;<=50K
Female;54;White;Never-married;Secondary education;North America;Non-Government;Other;<=50K
Female;76;White;Widowed;Secondary education;North America;Government;Other;<=50K
Female;62;Black;Never-married;Secondary education;North America;Non-Government;Other;<=50K
Male;51;White;Married-civ-spouse;Higher education;North America;Non-Government;Nontechnical;>50K
Male;55;White;Never-married;Secondary education;North America;Non-Government;Other;<=50K
Male;58;White;Married-civ-spouse;Higher education;North America;Non-Government;Nontechnical;<=50K
Female;65;White;Widowed;Secondary education;North America;Non-Government;Other;<=50K
*;64;*;*;*;*;*;*;*
*;64;*;*;*;*;*;*;*
Male;55;White;Married-civ-spouse;Higher education;North America;Non-Government;Technical;>50K
Male;62;White;Married-civ-spouse;Secondary education;North America;Non-Government;Other;>50K
Male;76;White;Married-civ-spouse;Secondary education;North America;Non-Government;Nontechnical;<=50K
*;55;*;*;*;*;*;*;*
Female;68;White;Divorced;Higher education;North America;Non-Government;Other;<=50K
Female;51;White;Married-civ-spouse;Higher education;North America;Non-Government;Other;>50K
Female;64;White;Widowed;Secondary education;North America;Government;Other;<=50K
Male;57;White;Married-civ-spouse;Primary education;North America;Non-Government;Technical;<=50K
Female;56;White;Never-married;Higher education;North America;Non-Government;Nontechnical;<=50K
Female;71;White;Widowed;Secondary education;North America;Non-Government;Nontechnical;<=50K
